"","ID","trial","cue","left","right","car_chosen","location_chosen","rt","rt_short","rt_long","reward_n1back","reward","stay_color","stay_key","unchosen_car_oneback","reoffered_unchosen","reoffered_chosen","same_colour_offered","cue_n1back","age","sex","ocir","bai","accident","unchosen_car","stay_car_unch"
"13","038c23706c7f4e259e52b57fa99826ae",13,0,"blue","green","green","right",1721,"keep","keep",0,1,0,0,"yellow",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"14","038c23706c7f4e259e52b57fa99826ae",14,1,"blue","yellow","blue","left",2223,"keep","keep",1,0,0,0,"blue",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"15","038c23706c7f4e259e52b57fa99826ae",15,2,"blue","yellow","yellow","right",1594,"keep","keep",0,1,0,0,"yellow",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",1
"16","038c23706c7f4e259e52b57fa99826ae",16,1,"blue","red","red","right",1790,"keep","keep",1,1,0,1,"blue",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"17","038c23706c7f4e259e52b57fa99826ae",17,1,"yellow","blue","yellow","left",1584,"keep","keep",1,0,0,0,"blue",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"18","038c23706c7f4e259e52b57fa99826ae",18,1,"red","green","green","right",1188,"keep","keep",0,0,0,0,"blue",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"19","038c23706c7f4e259e52b57fa99826ae",19,0,"green","red","red","right",1165,"keep","keep",0,0,0,1,"red",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",1
"20","038c23706c7f4e259e52b57fa99826ae",20,1,"blue","yellow","blue","left",1309,"keep","keep",0,0,0,0,"green",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"21","038c23706c7f4e259e52b57fa99826ae",21,2,"yellow","blue","blue","right",1474,"keep","keep",0,1,1,0,"yellow",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"22","038c23706c7f4e259e52b57fa99826ae",22,2,"red","green","green","right",1991,"keep","keep",1,1,0,1,"yellow",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"23","038c23706c7f4e259e52b57fa99826ae",23,1,"blue","red","blue","left",1811,"keep","keep",1,0,0,0,"red",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"24","038c23706c7f4e259e52b57fa99826ae",24,0,"yellow","green","green","right",2181,"keep","keep",0,1,0,0,"red",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"25","038c23706c7f4e259e52b57fa99826ae",25,2,"blue","green","green","right",801,"keep","keep",1,1,1,1,"yellow",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"26","038c23706c7f4e259e52b57fa99826ae",26,0,"blue","green","green","right",692,"keep","keep",1,1,1,1,"blue",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"27","038c23706c7f4e259e52b57fa99826ae",27,2,"blue","red","red","right",2329,"keep","keep",1,0,0,1,"blue",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"28","038c23706c7f4e259e52b57fa99826ae",28,1,"green","red","green","left",2300,"keep","keep",0,1,0,0,"blue",0,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"29","038c23706c7f4e259e52b57fa99826ae",29,1,"green","yellow","yellow","right",2570,"keep","keep",1,0,0,0,"red",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"30","038c23706c7f4e259e52b57fa99826ae",30,0,"yellow","blue","yellow","left",1728,"keep","keep",0,0,1,0,"green",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"31","038c23706c7f4e259e52b57fa99826ae",31,1,"yellow","green","green","right",1168,"keep","keep",0,1,0,0,"blue",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"32","038c23706c7f4e259e52b57fa99826ae",32,1,"red","yellow","red","left",2498,"keep","keep",1,0,0,0,"yellow",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"33","038c23706c7f4e259e52b57fa99826ae",33,0,"green","blue","green","left",1290,"keep","keep",0,1,0,1,"yellow",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"34","038c23706c7f4e259e52b57fa99826ae",34,2,"red","blue","blue","right",2108,"keep","keep",1,0,0,0,"blue",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",1
"36","038c23706c7f4e259e52b57fa99826ae",36,0,"green","red","green","left",1094,"keep","keep",0,1,0,0,"yellow",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"37","038c23706c7f4e259e52b57fa99826ae",37,1,"yellow","green","green","right",2028,"keep","keep",1,1,1,0,"red",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"38","038c23706c7f4e259e52b57fa99826ae",38,0,"red","blue","red","left",1771,"keep","keep",1,1,0,0,"yellow",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"39","038c23706c7f4e259e52b57fa99826ae",39,0,"yellow","red","red","right",2638,"keep","keep",1,1,1,0,"blue",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"40","038c23706c7f4e259e52b57fa99826ae",40,1,"yellow","green","green","right",1473,"keep","keep",1,1,0,1,"yellow",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"42","038c23706c7f4e259e52b57fa99826ae",42,0,"red","blue","red","left",1322,"keep","keep",0,0,0,0,"green",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"43","038c23706c7f4e259e52b57fa99826ae",43,1,"yellow","green","yellow","left",1258,"keep","keep",0,0,0,1,"blue",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",0
"44","038c23706c7f4e259e52b57fa99826ae",44,1,"blue","red","red","right",1445,"keep","keep",0,0,0,0,"green",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"45","038c23706c7f4e259e52b57fa99826ae",45,2,"blue","green","green","right",2041,"keep","keep",0,1,0,1,"blue",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"46","038c23706c7f4e259e52b57fa99826ae",46,1,"yellow","red","yellow","left",2443,"keep","keep",1,1,0,0,"blue",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"47","038c23706c7f4e259e52b57fa99826ae",47,1,"yellow","red","yellow","left",1199,"keep","keep",1,0,1,1,"red",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"48","038c23706c7f4e259e52b57fa99826ae",48,1,"yellow","green","green","right",1313,"keep","keep",0,0,0,0,"red",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"49","038c23706c7f4e259e52b57fa99826ae",49,1,"yellow","red","red","right",1494,"keep","keep",0,0,0,1,"yellow",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"50","038c23706c7f4e259e52b57fa99826ae",50,1,"red","green","red","left",2177,"keep","keep",0,1,1,0,"yellow",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"51","038c23706c7f4e259e52b57fa99826ae",51,1,"red","green","red","left",1534,"keep","keep",1,0,1,1,"green",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"52","038c23706c7f4e259e52b57fa99826ae",52,1,"green","yellow","yellow","right",2229,"keep","keep",0,1,0,0,"green",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"53","038c23706c7f4e259e52b57fa99826ae",53,2,"green","red","red","right",2467,"keep","keep",1,0,0,1,"green",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"55","038c23706c7f4e259e52b57fa99826ae",55,2,"blue","yellow","blue","left",1319,"keep","keep",0,0,0,0,"red",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"57","038c23706c7f4e259e52b57fa99826ae",57,0,"yellow","blue","blue","right",1448,"keep","keep",0,0,0,0,"blue",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"58","038c23706c7f4e259e52b57fa99826ae",58,1,"yellow","blue","yellow","left",1468,"keep","keep",0,1,0,0,"yellow",1,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",1
"59","038c23706c7f4e259e52b57fa99826ae",59,2,"yellow","red","yellow","left",1463,"keep","keep",1,0,1,1,"blue",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"60","038c23706c7f4e259e52b57fa99826ae",60,1,"yellow","red","red","right",1130,"keep","keep",0,0,0,0,"red",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"61","038c23706c7f4e259e52b57fa99826ae",61,1,"yellow","red","yellow","left",1573,"keep","keep",0,0,0,0,"yellow",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",1
"62","038c23706c7f4e259e52b57fa99826ae",62,0,"blue","red","red","right",2433,"keep","keep",0,1,0,0,"red",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",1
"63","038c23706c7f4e259e52b57fa99826ae",63,0,"blue","green","blue","left",2450,"keep","keep",1,1,0,0,"blue",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",1
"64","038c23706c7f4e259e52b57fa99826ae",64,1,"red","green","red","left",1242,"keep","keep",1,0,0,1,"green",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",0
"65","038c23706c7f4e259e52b57fa99826ae",65,1,"yellow","green","green","right",1282,"keep","keep",0,1,0,0,"green",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"66","038c23706c7f4e259e52b57fa99826ae",66,0,"red","green","green","right",1432,"keep","keep",1,0,1,1,"yellow",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"67","038c23706c7f4e259e52b57fa99826ae",67,1,"red","yellow","red","left",2171,"keep","keep",0,1,0,0,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"68","038c23706c7f4e259e52b57fa99826ae",68,0,"red","yellow","red","left",2149,"keep","keep",1,1,1,1,"yellow",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"69","038c23706c7f4e259e52b57fa99826ae",69,0,"yellow","green","green","right",1609,"keep","keep",1,0,0,0,"yellow",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"70","038c23706c7f4e259e52b57fa99826ae",70,0,"green","blue","green","left",1948,"keep","keep",0,1,1,0,"yellow",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"71","038c23706c7f4e259e52b57fa99826ae",71,1,"green","yellow","green","left",653,"keep","keep",1,1,1,1,"blue",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"72","038c23706c7f4e259e52b57fa99826ae",72,1,"green","blue","green","left",1907,"keep","keep",1,1,1,1,"yellow",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"73","038c23706c7f4e259e52b57fa99826ae",73,0,"yellow","blue","yellow","left",2542,"keep","keep",1,0,0,1,"blue",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"74","038c23706c7f4e259e52b57fa99826ae",74,0,"green","red","red","right",1904,"keep","keep",0,1,0,0,"blue",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",0
"75","038c23706c7f4e259e52b57fa99826ae",75,1,"yellow","red","yellow","left",2412,"keep","keep",1,0,0,0,"green",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"76","038c23706c7f4e259e52b57fa99826ae",76,2,"red","yellow","yellow","right",1202,"keep","keep",0,1,1,0,"red",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"77","038c23706c7f4e259e52b57fa99826ae",77,2,"blue","green","green","right",1510,"keep","keep",1,0,0,1,"red",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"78","038c23706c7f4e259e52b57fa99826ae",78,1,"green","blue","blue","right",1463,"keep","keep",0,0,0,1,"blue",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"green",1
"79","038c23706c7f4e259e52b57fa99826ae",79,1,"blue","green","green","right",2579,"keep","keep",0,0,0,1,"green",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",1
"80","038c23706c7f4e259e52b57fa99826ae",80,0,"green","yellow","yellow","right",1351,"keep","keep",0,0,0,1,"blue",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"82","038c23706c7f4e259e52b57fa99826ae",82,0,"red","green","green","right",1684,"keep","keep",1,0,0,1,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"83","038c23706c7f4e259e52b57fa99826ae",83,1,"yellow","red","yellow","left",2323,"keep","keep",0,1,0,0,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"84","038c23706c7f4e259e52b57fa99826ae",84,0,"blue","red","blue","left",1153,"keep","keep",1,0,0,1,"red",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"85","038c23706c7f4e259e52b57fa99826ae",85,2,"green","blue","green","left",2431,"keep","keep",0,1,0,1,"red",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"86","038c23706c7f4e259e52b57fa99826ae",86,2,"green","blue","green","left",1190,"keep","keep",1,0,1,1,"blue",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"88","038c23706c7f4e259e52b57fa99826ae",88,1,"yellow","blue","yellow","left",1132,"keep","keep",0,0,1,0,"blue",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"89","038c23706c7f4e259e52b57fa99826ae",89,1,"green","yellow","green","left",1041,"keep","keep",0,1,0,1,"blue",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"90","038c23706c7f4e259e52b57fa99826ae",90,1,"red","blue","blue","right",1364,"keep","keep",1,1,0,0,"yellow",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"91","038c23706c7f4e259e52b57fa99826ae",91,1,"green","red","green","left",1279,"keep","keep",1,0,0,0,"red",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"92","038c23706c7f4e259e52b57fa99826ae",92,2,"blue","red","blue","left",2282,"keep","keep",0,1,0,1,"red",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"93","038c23706c7f4e259e52b57fa99826ae",93,0,"yellow","blue","yellow","left",1828,"keep","keep",1,0,0,1,"red",0,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"94","038c23706c7f4e259e52b57fa99826ae",94,2,"blue","yellow","yellow","right",810,"keep","keep",0,1,1,0,"blue",1,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"95","038c23706c7f4e259e52b57fa99826ae",95,2,"green","red","green","left",998,"keep","keep",1,0,0,0,"blue",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"96","038c23706c7f4e259e52b57fa99826ae",96,1,"yellow","blue","blue","right",1514,"keep","keep",0,0,0,0,"red",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"97","038c23706c7f4e259e52b57fa99826ae",97,2,"green","yellow","green","left",904,"keep","keep",0,1,0,0,"yellow",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"98","038c23706c7f4e259e52b57fa99826ae",98,1,"red","yellow","red","left",1128,"keep","keep",1,1,0,1,"yellow",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"99","038c23706c7f4e259e52b57fa99826ae",99,2,"blue","red","blue","left",1683,"keep","keep",1,0,0,1,"yellow",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"100","038c23706c7f4e259e52b57fa99826ae",100,1,"blue","yellow","yellow","right",1314,"keep","keep",0,0,0,0,"red",0,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"101","038c23706c7f4e259e52b57fa99826ae",101,2,"yellow","blue","yellow","left",1483,"keep","keep",0,0,1,0,"blue",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"102","038c23706c7f4e259e52b57fa99826ae",102,0,"blue","green","green","right",1288,"keep","keep",0,1,0,0,"blue",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"103","038c23706c7f4e259e52b57fa99826ae",103,0,"yellow","blue","blue","right",2579,"keep","keep",1,1,0,1,"blue",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"104","038c23706c7f4e259e52b57fa99826ae",104,0,"blue","green","green","right",1514,"keep","keep",1,1,0,1,"yellow",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"105","038c23706c7f4e259e52b57fa99826ae",105,2,"red","yellow","red","left",2070,"keep","keep",1,1,0,0,"blue",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"106","038c23706c7f4e259e52b57fa99826ae",106,0,"green","red","green","left",2144,"keep","keep",1,1,0,1,"yellow",0,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"107","038c23706c7f4e259e52b57fa99826ae",107,2,"red","blue","blue","right",2128,"keep","keep",1,1,0,0,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"108","038c23706c7f4e259e52b57fa99826ae",108,0,"blue","red","blue","left",1089,"keep","keep",1,0,1,0,"red",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"109","038c23706c7f4e259e52b57fa99826ae",109,1,"red","green","green","right",1170,"keep","keep",0,0,0,0,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"110","038c23706c7f4e259e52b57fa99826ae",110,1,"red","yellow","yellow","right",1956,"keep","keep",0,1,0,1,"red",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"111","038c23706c7f4e259e52b57fa99826ae",111,1,"yellow","red","yellow","left",915,"keep","keep",1,1,1,0,"red",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"112","038c23706c7f4e259e52b57fa99826ae",112,0,"red","blue","blue","right",1909,"keep","keep",1,0,0,0,"red",1,0,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"113","038c23706c7f4e259e52b57fa99826ae",113,0,"red","green","green","right",1577,"keep","keep",0,0,0,1,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"114","038c23706c7f4e259e52b57fa99826ae",114,0,"yellow","blue","yellow","left",1758,"keep","keep",0,1,0,0,"red",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"115","038c23706c7f4e259e52b57fa99826ae",115,2,"green","yellow","green","left",2327,"keep","keep",1,1,0,1,"blue",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"116","038c23706c7f4e259e52b57fa99826ae",116,1,"yellow","green","green","right",1244,"keep","keep",1,0,1,0,"yellow",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"117","038c23706c7f4e259e52b57fa99826ae",117,2,"blue","red","red","right",2849,"keep","keep",0,1,0,1,"yellow",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"118","038c23706c7f4e259e52b57fa99826ae",118,0,"blue","red","red","right",695,"keep","keep",1,1,1,1,"blue",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"119","038c23706c7f4e259e52b57fa99826ae",119,0,"yellow","red","yellow","left",1748,"keep","keep",1,0,0,0,"blue",0,1,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"120","038c23706c7f4e259e52b57fa99826ae",120,2,"green","red","red","right",1233,"keep","keep",0,1,0,0,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",1
"122","038c23706c7f4e259e52b57fa99826ae",122,1,"yellow","red","yellow","left",1162,"keep","keep",0,1,0,0,"green",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"red",0
"123","038c23706c7f4e259e52b57fa99826ae",123,1,"blue","green","green","right",1512,"keep","keep",1,1,0,0,"red",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"124","038c23706c7f4e259e52b57fa99826ae",124,2,"blue","green","green","right",960,"keep","keep",1,1,1,1,"blue",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"125","038c23706c7f4e259e52b57fa99826ae",125,0,"red","blue","red","left",1120,"keep","keep",1,0,0,0,"blue",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"126","038c23706c7f4e259e52b57fa99826ae",126,2,"blue","yellow","yellow","right",1949,"keep","keep",0,1,0,0,"blue",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"127","038c23706c7f4e259e52b57fa99826ae",127,1,"red","blue","red","left",1556,"keep","keep",1,0,0,0,"blue",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"128","038c23706c7f4e259e52b57fa99826ae",128,1,"yellow","red","yellow","left",2505,"keep","keep",0,1,0,1,"blue",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"red",0
"129","038c23706c7f4e259e52b57fa99826ae",129,2,"green","blue","blue","right",1290,"keep","keep",1,1,0,0,"red",0,0,"Different","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"130","038c23706c7f4e259e52b57fa99826ae",130,2,"yellow","red","yellow","left",1501,"keep","keep",1,0,0,0,"green",0,0,"Different","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"131","038c23706c7f4e259e52b57fa99826ae",131,0,"green","red","green","left",1463,"keep","keep",0,0,0,1,"red",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"red",0
"132","038c23706c7f4e259e52b57fa99826ae",132,0,"yellow","red","red","right",1487,"keep","keep",0,0,0,0,"red",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"133","038c23706c7f4e259e52b57fa99826ae",133,2,"blue","green","blue","left",2083,"keep","keep",0,1,0,0,"yellow",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",0
"134","038c23706c7f4e259e52b57fa99826ae",134,2,"blue","green","blue","left",848,"keep","keep",1,1,1,1,"green",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"green",0
"135","038c23706c7f4e259e52b57fa99826ae",135,0,"yellow","blue","yellow","left",1189,"keep","keep",1,0,0,1,"green",0,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"blue",0
"136","038c23706c7f4e259e52b57fa99826ae",136,2,"blue","green","blue","left",2228,"keep","keep",0,0,0,1,"blue",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",1
"137","038c23706c7f4e259e52b57fa99826ae",137,2,"yellow","green","green","right",2104,"keep","keep",0,0,0,0,"green",1,0,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"138","038c23706c7f4e259e52b57fa99826ae",138,1,"green","yellow","green","left",1178,"keep","keep",0,0,1,0,"yellow",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"139","038c23706c7f4e259e52b57fa99826ae",139,0,"green","blue","blue","right",1310,"keep","keep",0,0,0,0,"yellow",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"140","038c23706c7f4e259e52b57fa99826ae",140,0,"yellow","red","red","right",1102,"keep","keep",0,1,0,1,"green",0,0,"Different","no cue",22,2,0.279371730473444,0.995869588878987,2,"yellow",0
"141","038c23706c7f4e259e52b57fa99826ae",141,1,"green","yellow","yellow","right",1363,"keep","keep",1,0,0,1,"yellow",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",1
"142","038c23706c7f4e259e52b57fa99826ae",142,2,"yellow","green","yellow","left",687,"keep","keep",0,0,1,0,"green",1,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"143","038c23706c7f4e259e52b57fa99826ae",143,1,"green","yellow","green","left",1113,"keep","keep",0,1,0,1,"green",1,1,"Same","threat",22,2,0.279371730473444,0.995869588878987,2,"yellow",1
"144","038c23706c7f4e259e52b57fa99826ae",144,0,"red","green","red","left",1237,"keep","keep",1,1,0,1,"yellow",0,1,"Same","neutral",22,2,0.279371730473444,0.995869588878987,2,"green",0
"145","038c23706c7f4e259e52b57fa99826ae",145,1,"blue","green","blue","left",1396,"keep","keep",1,0,0,1,"green",1,0,"Same","no cue",22,2,0.279371730473444,0.995869588878987,2,"green",0
